id;time
1049;432.306
1050;433.168
1051;448.032
1052;432.672
1053;433.062
1054;435.36
1055;434.515
1056;434.659
1057;435.136
1058;435.434
1059;435.061
1060;438.046
1061;451.489
1062;437.155
1063;451.539
1064;438.91
1065;437.453
1066;437.412
1067;437.785
1068;437.828
1069;438.371
1070;440.319
1071;453.38
1072;439.457
1073;439.559
1074;439.812
1075;439.814
1076;455.429
1077;440.576
1078;441.22
1079;455.722
1080;457.373
1081;442.223
1082;442.628
1083;442.625
1084;442.889
1085;442.885
1086;443.895
1087;444.514
1088;444.611
1089;444.686
1090;447.404
1091;437.704
1092;446.73
1093;462.595
1094;447.425
1095;447.776
1096;447.492
1097;462.947
1098;447.674
1099;450.729
1100;449.134
1101;449.393
1102;450.139
1103;452.542
1104;450.493
1105;453.346
1106;450.983
1107;451.641
1108;451.886
1109;453.164
1110;455.364
1111;454.134
1112;454.106
1113;454.345
1114;454.646
1115;457.432
1116;456.321
1117;458.686
1118;459.15
1119;456.419
1120;456.638
1121;456.665
1122;458.99
1123;459.962
1124;458.378
1125;460.615
1126;458.646
1127;458.862
1128;460.5
1129;461.318
1130;461.86
1131;460.057
1132;460.93
1133;463.257
1134;461.056
1135;463.777
1136;461.774
1137;462.252
1138;463.041
1139;463.668
1140;466.079
1141;464.033
1142;465.309
1143;465.761
1144;465.866
1145;466.678
1146;467.784
1147;469.224
1148;469.168
1149;472.122
1150;474.211
1151;478.568
1152;478.977
1153;477.735
1154;478.734
1155;480.29
1156;480.906
1157;480.917
1158;483.612
1159;483.188
1160;481.797
1161;485.633
1162;483.545
1163;484.053
1164;484.39
1165;487.159
1166;485.875
1167;486.747
1168;489.479
1169;490.856
1170;489.091
1171;489.525
1172;489.432
1173;492.169
1174;492.304
1175;491.534
1176;492.936
1177;491.004
1178;492.13
1179;493.614
1180;493.126
1181;493.27
1182;494.21
1183;493.699
1184;492.081
1185;492.85
1186;493.333
1187;494.356
1188;496.423
1189;495.03
1190;497.671
1191;495.309
1192;495.771
1193;499.195
1194;499.366
1195;497.361
1196;498.682
1197;498.569
1198;499.417
1199;501.641
1200;499.591
1201;500.661
1202;502.735
1203;501.869
1204;504.31
1205;502.029
1206;504.462
1207;503.643
1208;503.32
1209;504.37
1210;506.923
1211;504.764
1212;506.891
1213;506.768
1214;509.613
1215;510.078
1216;510.415
1217;510.619
1218;511.267
1219;512.84
1220;511.484
1221;511.642
1222;515.432
1223;516.205
1224;516.384
1225;516.164
1226;520.041
1227;518.398
1228;518.455
1229;521.033
1230;521.64
1231;520.717
1232;524.078
1233;521.573
1234;522.53
1235;522.475
1236;522.933
1237;525.897
1238;525.896
1239;529.439
1240;529.391
1241;527.265
1242;530.882
1243;530.757
1244;530.207
1245;534.0
1246;532.166
1247;532.414
1248;532.517
1249;532.944
1250;533.176
1251;535.866
1252;535.799
1253;536.997
1254;537.602
1255;536.357
1256;536.906
1257;539.024
1258;540.687
1259;539.368
1260;543.051
1261;543.312
1262;543.131
1263;543.763
1264;543.957
1265;546.328
1266;547.769
1267;547.866
1268;547.795
1269;547.632
1270;548.221
1271;547.714
1272;548.278
1273;548.08
1274;548.206
1275;546.144
1276;548.338
1277;548.957
1278;548.901
1279;549.041
1280;549.449
1281;547.695
1282;548.628
1283;551.637
1284;549.896
1285;551.082
1286;553.371
1287;554.037
1288;552.776
1289;555.939
1290;553.886
1291;556.361
1292;557.495
1293;557.782
1294;558.592
1295;560.468
1296;560.661
1297;558.752
1298;560.906
1299;564.287
1300;561.296
1301;561.881
1302;565.584
1303;565.525
1304;566.296
1305;567.092
1306;569.163
1307;569.667
1308;570.785
1309;570.708
1310;568.913
1311;572.168
1312;570.174
1313;573.16
1314;573.727
1315;574.113
1316;574.504
1317;573.002
1318;576.585
1319;577.04
1320;578.535
1321;575.918
1322;582.577
1323;582.942
1324;583.506
1325;586.718
1326;586.896
1327;587.127
1328;587.102
1329;587.97
1330;588.897
1331;589.4
1332;589.516
1333;590.488
1334;591.401
1335;592.818
1336;585.122
1337;590.745
1338;591.25
1339;594.807
1340;595.489
1341;596.043
1342;593.955
1343;589.532
1344;600.125
1345;601.269
1346;601.809
1347;602.455
1348;601.595
1349;604.765
1350;605.319
1351;603.762
1352;607.026
1353;607.867
1354;606.024
1355;609.301
1356;610.358
1357;611.575
1358;612.085
1359;613.491
1360;613.951
1361;604.476
1362;614.188
1363;605.953
1364;607.35
1365;616.66
1366;616.344
1367;620.261
1368;619.058
1369;612.093
1370;612.243
1371;621.384
1372;614.488
1373;623.156
1374;626.122
1375;616.918
1376;628.266
1377;625.919
1378;627.254
1379;631.076
1380;631.163
1381;622.97
1382;633.764
1383;631.924
1384;635.73
1385;625.507
1386;626.352
1387;627.943
1388;627.762
1389;628.699
1390;630.222
1391;638.935
1392;642.81
1393;643.876
1394;634.126
1395;643.159
1396;647.108
1397;637.3
1398;646.21
1399;650.242
1400;648.271
1401;641.437
1402;653.508
1403;644.674
1404;653.076
1405;653.643
1406;658.161
1407;647.756
1408;658.344
1409;661.13
1410;651.908
1411;664.81
1412;662.077
1413;662.978
1414;664.874
1415;668.235
1416;659.832
1417;668.058
1418;660.841
1419;673.277
1420;671.521
1421;672.428
1422;676.362
1423;676.622
1424;675.937
1425;667.87
1426;679.126
1427;678.362
1428;670.194
1429;680.946
1430;684.098
1431;686.732
1432;687.202
1433;677.911
1434;678.29
1435;690.837
1436;688.498
1437;688.661
1438;692.078
1439;682.667
1440;694.261
1441;692.942
1442;693.406
1443;696.645
1444;697.305
1445;695.046
1446;700.42
1447;700.955
1448;699.207
1449;703.268
1450;703.403
1451;693.813
1452;702.494
1453;706.435
1454;704.314
1455;698.14
1456;709.977
1457;707.541
1458;712.305
1459;709.505
1460;702.544
1461;715.981
1462;714.33
1463;707.943
1464;721.498
1465;719.782
1466;712.669
1467;725.929
1468;723.47
1469;729.026
1470;717.342
1471;728.131
1472;731.548
1473;720.735
1474;730.461
1475;735.04
1476;732.65
1477;737.329
1478;726.505
1479;739.556
1480;737.371
1481;729.912
1482;739.659
1483;744.125
1484;741.878
1485;746.546
1486;744.164
1487;736.984
1488;749.896
1489;747.306
1490;749.522
1491;752.94
1492;754.843
1493;743.331
1494;752.796
1495;758.45
1496;746.259
1497;756.178
1498;748.436
1499;761.782
1500;764.299
1501;760.919
1502;761.853
1503;754.22
1504;767.532
1505;757.243
1506;766.561
1507;770.665
1508;768.217
1509;769.315
1510;773.856
1511;762.421
1512;772.237
1513;776.987
1514;774.514
1515;779.06
1516;767.634
1517;777.573
1518;783.837
1519;784.176
1520;781.524
1521;782.723
1522;787.182
1523;784.511
1524;776.324
1525;776.507
1526;787.443
1527;791.294
1528;780.878
1529;793.554
1530;790.914
1531;795.548
1532;784.3
1533;794.243
1534;798.994
1535;800.053
1536;797.455
1537;790.965
1538;790.979
1539;805.821
1540;802.175
1541;804.109
1542;808.514
1543;796.562
1544;807.793
1545;811.773
1546;801.72
1547;803.421
1548;816.797
1549;817.246
1550;814.246
1551;806.428
1552;815.5
1553;808.709
1554;808.699
1555;811.294
1556;824.611
1557;826.715
1558;813.707
1559;826.947
1560;828.515
1561;828.983
1562;829.634
1563;830.708
1564;831.976
1565;832.869
1566;833.778
1567;835.79
1568;836.241
1569;836.75
1570;837.726
1571;838.704
1572;840.268
1573;841.179
1574;841.418
1575;843.725
1576;843.835
1577;846.618
1578;846.654
1579;846.764
1580;848.873
1581;848.903
1582;849.979
1583;852.594
1584;852.794
1585;853.985
1586;854.933
1587;855.03
1588;856.256
1589;857.069
1590;858.35
1591;859.42
1592;860.398
1593;861.467
1594;862.541
1595;863.463
1596;864.67
1597;865.947
1598;866.947
1599;867.911
1600;868.773
1601;870.073
1602;871.08
1603;872.231
1604;873.21
1605;874.338
1606;875.721
1607;877.788
1608;877.972
1609;878.973
1610;880.371
1611;882.118
1612;882.866
1613;884.97
1614;887.426
1615;889.582
1616;889.678
1617;890.661
1618;891.965
1619;892.896
1620;888.63
1621;888.943
1622;889.988
1623;891.623
1624;892.386
1625;895.208
1626;897.39
1627;897.549
1628;899.37
1629;902.089
1630;902.321
1631;903.273
1632;904.423
1633;911.575
1634;906.702
1635;908.361
1636;915.461
1637;910.822
1638;917.903
1639;912.942
1640;915.042
1641;921.415
1642;922.1
1643;917.518
1644;924.096
1645;919.94
1646;926.261
1647;921.469
1648;928.511
1649;923.6
1650;930.591
1651;925.568
1652;926.507
1653;933.462
1654;934.34
1655;935.814
1656;936.255
1657;937.226
1658;937.989
1659;938.97
1660;940.674
1661;941.568
1662;942.096
1663;943.158
1664;943.922
1665;944.946
1666;946.302
1667;947.491
1668;948.54
1669;949.655
1670;950.77
1671;951.742
1672;952.871
1673;955.349
1674;955.467
1675;956.214
1676;957.314
1677;958.617
1678;960.568
1679;961.042
1680;961.529
1681;962.571
1682;963.617
1683;964.821
1684;965.855
1685;966.808
1686;968.212
1687;968.743
1688;969.666
1689;971.298
1690;971.55
1691;972.603
1692;973.656
1693;974.797
1694;975.814
1695;978.362
1696;978.48
1697;980.241
1698;980.849
1699;981.338
1700;983.323
1701;983.786
1702;984.253
1703;986.028
1704;986.149
1705;988.11
1706;988.775
1707;989.805
1708;991.099
1709;991.982
1710;992.291
1711;994.157
1712;994.274
1713;995.282
1714;996.731
1715;997.539
1716;998.672
1717;999.697
1718;1001.028
1719;1002.138
1720;1003.132
1721;1004.17
1722;1005.229
1723;1006.271
1724;1007.311
1725;1008.563
1726;1009.804
1727;1011.351
1728;1012.265
1729;1012.332
1730;1013.243
1731;1014.166
1732;1015.295
1733;1016.647
1734;1018.105
1735;1020.718
1736;1022.284
1737;1023.466
1738;1025.097
1739;1026.256
1740;1029.099
1741;1029.259
1742;1030.05
1743;1031.703
1744;1033.027
1745;1034.739
1746;1036.03
1747;1037.296
1748;1038.483
1749;1039.548
1750;1040.855
1751;1042.011
1752;1039.585
1753;1040.707
1754;1041.766
1755;1043.159
1756;1043.821
1757;1045.395
1758;1046.635
1759;1048.64
1760;1048.929
1761;1051.585
1762;1052.284
1763;1053.442
1764;1053.715
1765;1054.735
1766;1055.809
1767;1056.947
1768;1057.986
1769;1059.307
1770;1060.428
1771;1061.51
1772;1062.716
1773;1063.701
1774;1065.021
1775;1067.624
1776;1067.816
1777;1069.027
1778;1069.96
1779;1070.045
1780;1070.935
1781;1071.878
1782;1072.721
1783;1073.452
1784;1074.913
1785;1077.474
1786;1077.551
1787;1078.175
1788;1079.132
1789;1081.275
1790;1081.628
1791;1083.168
1792;1083.753
1793;1084.061
1794;1085.786
1795;1087.936
1796;1088.074
1797;1090.331
1798;1090.46
1799;1093.028
1800;1093.134
1801;1093.231
1802;1094.682
1803;1095.45
1804;1095.982
1805;1097.1
1806;1098.14
1807;1099.286
1808;1100.567
1809;1101.502
1810;1102.576
1811;1103.59
1812;1105.967
1813;1106.145
1814;1107.014
1815;1109.533
1816;1109.652
1817;1110.248
1818;1112.048
1819;1112.493
1820;1113.498
1821;1114.29
1822;1115.749
1823;1116.736
1824;1118.328
1825;1119.415
1826;1120.158
1827;1120.503
1828;1121.084
1829;1122.509
1830;1123.332
1831;1124.557
1832;1125.656
1833;1127.04
1834;1130.288
1835;1130.445
1836;1131.22
1837;1132.36
1838;1134.084
1839;1135.783
1840;1138.004
1841;1138.627
1842;1140.436
1843;1140.611
1844;1141.484
1845;1143.293
1846;1144.729
1847;1146.119
1848;1147.879
1849;1149.104
1850;1151.712
1851;1153.569
1852;1154.019
1853;1156.486
1854;1156.722
1855;1158.486
1856;1158.716
1857;1160.388
1858;1161.46
1859;1162.864
1860;1164.251
1861;1166.03
1862;1167.908
1863;1169.508
1864;1171.936
1865;1174.171
1866;1175.102
1867;1177.05
1868;1178.844
1869;1180.769
1870;1183.256
1871;1183.351
1872;1185.253
1873;1185.717
1874;1186.468
1875;1187.544
1876;1188.868
1877;1190.366
1878;1191.999
1879;1193.034
1880;1194.514
1881;1195.678
1882;1196.799
1883;1197.876
1884;1198.864
1885;1200.118
1886;1201.217
1887;1202.522
1888;1203.732
1889;1205.522
1890;1205.82
1891;1206.665
1892;1207.813
1893;1209.016
1894;1209.983
1895;1211.196
1896;1212.242
1897;1214.831
1898;1215.158
1899;1216.274
1900;1217.044
1901;1217.246
1902;1218.081
1903;1219.506
1904;1220.541
1905;1221.392
1906;1222.257
1907;1223.415
1908;1223.992
1909;1225.688
1910;1225.798
1911;1226.926
1912;1227.911
1913;1228.834
1914;1229.829
1915;1230.845
1916;1231.881
1917;1232.744
1918;1234.144
1919;1236.653
1920;1237.39
1921;1238.511
1922;1239.118
1923;1239.603
1924;1240.952
1925;1242.082
1926;1243.061
1927;1243.96
1928;1244.931
1929;1245.883
1930;1247.24
1931;1248.156
1932;1249.433
1933;1250.031
1934;1251.089
1935;1253.683
1936;1253.771
1937;1256.115
1938;1256.72
1939;1257.873
1940;1258.318
1941;1258.735
1942;1260.255
1943;1261.059
1944;1263.01
1945;1263.588
1946;1264.958
1947;1266.114
1948;1267.41
1949;1268.511
1950;1268.624
1951;1269.523
1952;1272.019
1953;1272.077
1954;1274.198
1955;1274.221
1956;1275.168
1957;1276.149
1958;1277.08
1959;1278.14
1960;1279.182
1961;1280.233
1962;1281.355
1963;1282.306
1964;1283.2
1965;1285.376
1966;1285.48
1967;1287.067
1968;1287.827
1969;1287.999
1970;1290.018
1971;1290.137
1972;1291.946
1973;1292.241
1974;1293.088
1975;1295.463
1976;1295.576
1977;1296.465
1978;1297.667
1979;1298.834
1980;1299.769
1981;1301.242
1982;1303.684
1983;1304.181
1984;1305.062
1985;1306.185
1986;1307.395
1987;1307.47
1988;1308.45
1989;1309.489
1990;1310.472
1991;1311.486
1992;1314.619
1993;1315.726
1994;1316.655
1995;1318.88
1996;1318.915
1997;1319.854
1998;1321.095
1999;1322.318
2000;1322.931
2001;1324.038
2002;1325.373
2003;1326.427
2004;1327.414
2005;1328.254
2006;1329.481
2007;1330.47
2008;1329.845
2009;1331.923
2010;1332.073
2011;1334.006
2012;1334.553
2013;1335.325
2014;1336.504
2015;1337.494
2016;1338.522
2017;1339.927
2018;1340.524
2019;1341.5
2020;1342.586
2021;1343.379
2022;1344.664
2023;1345.581
2024;1347.409
2025;1349.881
2026;1351.027
2027;1349.838
2028;1353.115
2029;1355.041
2030;1355.562
2031;1355.863
2032;1356.91
2033;1357.729
2034;1360.287
2035;1360.556
2036;1361.383
2037;1362.557
2038;1362.502
2039;1363.557
2040;1364.578
2041;1365.462
2042;1366.595
2043;1367.532
2044;1368.859
2045;1370.0
2046;1370.785
2047;1371.475
2048;1372.666
2049;1373.556
2050;1374.496
2051;1375.268
2052;1376.43
2053;1375.915
2054;1377.239
2055;1378.181
2056;1379.122
2057;1380.138
2058;1383.04
2059;1384.132
2060;1385.439
2061;1387.574
2062;1387.612
2063;1388.678
2064;1390.615
2065;1389.598
2066;1389.842
2067;1392.092
2068;1394.041
2069;1396.659
2070;1396.789
2071;1395.911
2072;1398.522
2073;1397.583
2074;1398.546
2075;1400.61
2076;1400.041
2077;1401.001
2078;1404.196
2079;1403.37
2080;1407.044
2081;1405.53
2082;1406.528
2083;1409.212
2084;1409.422
2085;1408.9
2086;1411.698
2087;1412.632
