id;time
0;5501.662
1;5507.604
2;5506.596
3;5504.478
4;5510.301
5;5509.39
6;5507.305
7;5513.247
8;5512.087
9;5510.075
10;5517.358
11;5516.194
12;5513.308
13;5520.184
14;5519.381
15;5516.197
16;5517.506
17;5522.076
18;5519.022
19;5525.777
20;5524.71
21;5521.716
22;5523.0
23;5527.349
24;5523.514
25;5524.325
26;5531.08
27;5529.922
28;5526.267
29;5527.051
30;5528.133
31;5532.514
32;5529.718
33;5536.235
34;5535.03
35;5532.303
36;5533.283
37;5537.576
38;5535.033
39;5541.385
40;5540.106
41;5537.751
42;5538.464
43;5542.786
44;5543.661
45;5546.68
46;5545.452
47;5546.35
48;5543.921
49;5548.172
50;5549.035
51;5552.102
52;5550.972
53;5551.803
54;5549.423
55;5553.727
56;5554.585
57;5552.167
58;5556.477
59;5557.314
60;5560.312
61;5559.231
62;5560.041
63;5557.633
64;5561.989
65;5562.781
66;5565.766
67;5564.741
68;5565.463
69;5563.139
70;5567.514
71;5568.182
72;5571.153
73;5570.212
74;5570.871
75;5568.566
76;5572.919
77;5573.548
78;5571.291
79;5575.592
80;5576.101
81;5573.885
82;5578.14
83;5578.672
84;5576.515
85;5580.718
86;5581.251
87;5579.147
88;5583.908
89;5583.952
90;5581.74
91;5586.514
92;5586.532
93;5584.342
94;5589.12
95;5589.111
96;5586.915
97;5591.723
98;5591.717
99;5589.543
100;5594.319
101;5594.379
102;5592.16
103;5596.971
104;5597.24
105;5594.908
106;5599.72
107;5599.997
108;5597.42
109;5602.542
110;5602.825
111;5600.219
112;5605.34
113;5605.379
114;5602.678
115;5608.057
116;5605.211
117;5608.291
118;5610.717
119;5610.923
120;5608.16
121;5613.406
122;5613.74
123;5610.852
124;5616.088
125;5616.605
126;5614.241
127;5618.835
128;5619.381
129;5616.896
130;5621.536
131;5622.248
132;5619.663
133;5624.024
134;5625.0
135;5622.439
136;5626.765
137;5627.718
138;5624.972
139;5629.409
140;5630.703
141;5627.923
142;5632.118
143;5633.752
144;5631.585
145;5636.17
